user_id,ad_creative_quality,time_of_day,click_probability,is_clicked
user_5294,8,9,0.12491165103015679,0
user_9705,7,5,0.06245582551507839,0
user_9534,6,20,0.14573025953518293,0
user_7118,5,23,0.06245582551507839,0
user_9348,3,19,0.09368373827261758,1
user_9248,6,14,0.06245582551507839,0
user_6547,6,7,0.06245582551507839,0
user_6406,4,18,0.14573025953518293,0
user_2783,1,6,0.010409304252513065,0
user_8591,3,23,0.010409304252513065,0
user_5615,1,19,0.09368373827261758,0
user_10216,4,14,0.06245582551507839,0
user_7844,10,5,0.12491165103015679,1
user_1370,8,19,0.20818608505026132,0
user_5124,4,12,0.06245582551507839,0
user_2686,7,3,0.06245582551507839,0
user_2136,8,18,0.20818608505026132,0
user_8823,6,4,0.06245582551507839,0
user_1024,1,17,0.010409304252513065,0
user_3309,4,22,0.14573025953518293,1
user_9493,3,7,0.010409304252513065,0
user_8467,5,18,0.14573025953518293,0
user_1179,1,21,0.09368373827261758,0
user_4324,5,7,0.06245582551507839,0
user_7744,4,5,0.06245582551507839,0
user_8757,4,14,0.06245582551507839,0
user_10828,3,16,0.010409304252513065,0
user_5505,9,18,0.20818608505026132,0
user_1336,7,16,0.06245582551507839,0
user_4477,1,12,0.010409304252513065,0
user_9835,4,7,0.06245582551507839,0
user_6566,6,5,0.06245582551507839,0
user_3653,1,20,0.09368373827261758,0
user_6347,3,21,0.09368373827261758,0
user_3566,10,19,0.20818608505026132,1
user_10204,8,3,0.12491165103015679,0
user_5606,10,8,0.12491165103015679,1
user_2387,1,4,0.010409304252513065,0
user_1390,9,20,0.20818608505026132,0
user_4367,4,20,0.14573025953518293,0
user_4803,8,20,0.20818608505026132,0
user_9490,1,0,0.010409304252513065,0
user_6530,1,19,0.09368373827261758,0
user_7467,8,0,0.12491165103015679,0
user_8778,2,11,0.010409304252513065,0
user_5292,9,21,0.20818608505026132,0
user_3310,10,20,0.20818608505026132,0
user_10223,5,6,0.06245582551507839,0
user_5624,2,18,0.09368373827261758,0
user_6506,5,21,0.14573025953518293,0
user_8717,1,4,0.010409304252513065,0
user_3162,3,20,0.09368373827261758,0
user_9007,8,12,0.12491165103015679,0
user_7812,4,20,0.14573025953518293,0
user_10651,4,23,0.06245582551507839,0
user_5960,4,4,0.06245582551507839,1
user_8667,9,15,0.12491165103015679,0
user_4161,9,9,0.12491165103015679,0
user_7945,10,13,0.12491165103015679,0
user_5346,4,15,0.06245582551507839,0
user_2797,5,20,0.14573025953518293,0
user_7847,8,15,0.12491165103015679,0
user_5495,7,18,0.14573025953518293,0
user_1356,1,18,0.09368373827261758,0
user_4657,9,13,0.12491165103015679,0
user_9716,10,16,0.12491165103015679,0
user_7961,7,13,0.06245582551507839,1
user_6513,4,21,0.14573025953518293,0
user_5858,3,1,0.010409304252513065,0
user_8232,10,20,0.20818608505026132,0
user_3888,5,13,0.06245582551507839,0
user_9390,4,11,0.06245582551507839,1
user_7067,2,1,0.010409304252513065,0
user_10910,8,6,0.12491165103015679,0
user_2014,5,5,0.06245582551507839,0
user_9111,10,15,0.12491165103015679,0
user_10684,10,22,0.20818608505026132,0
user_9922,1,7,0.010409304252513065,0
user_3230,10,19,0.20818608505026132,0
user_2483,9,22,0.20818608505026132,1
user_3988,7,22,0.14573025953518293,0
user_5424,6,21,0.14573025953518293,0
user_6709,6,19,0.14573025953518293,0
user_8250,3,12,0.010409304252513065,0
user_1587,5,22,0.14573025953518293,0
user_4050,9,8,0.12491165103015679,0
user_7171,3,23,0.010409304252513065,0
user_5600,10,21,0.20818608505026132,0
user_5875,9,19,0.20818608505026132,0
user_7574,7,16,0.06245582551507839,0
user_9654,8,22,0.20818608505026132,0
user_3726,1,15,0.010409304252513065,0
user_2630,8,20,0.20818608505026132,0
user_2675,10,19,0.20818608505026132,0
user_3764,10,3,0.12491165103015679,0
user_10624,7,6,0.06245582551507839,0
user_5810,2,21,0.09368373827261758,0
user_5494,3,5,0.010409304252513065,0
user_7248,1,19,0.09368373827261758,1
user_4505,2,4,0.010409304252513065,0
user_3648,3,14,0.010409304252513065,0
user_9044,2,17,0.010409304252513065,0
user_5975,2,10,0.010409304252513065,0
user_10544,3,16,0.010409304252513065,0
user_10987,5,20,0.14573025953518293,1
user_8581,5,5,0.06245582551507839,0
user_5887,10,21,0.20818608505026132,0
user_4990,2,6,0.010409304252513065,0
user_1278,8,7,0.12491165103015679,0
user_1557,9,13,0.12491165103015679,0
user_4341,10,17,0.12491165103015679,0
user_9777,5,14,0.06245582551507839,0
user_8866,9,21,0.20818608505026132,0
user_10969,4,11,0.06245582551507839,0
user_5308,7,1,0.06245582551507839,0
user_5695,5,21,0.14573025953518293,0
user_1380,2,1,0.010409304252513065,0
user_9730,6,0,0.06245582551507839,0
user_7049,10,18,0.20818608505026132,1
user_3535,2,13,0.010409304252513065,0
user_9203,8,14,0.12491165103015679,1
user_8709,7,8,0.06245582551507839,0
user_7128,7,22,0.14573025953518293,0
user_3272,6,23,0.06245582551507839,0
user_4296,3,18,0.09368373827261758,0
user_9989,6,22,0.14573025953518293,0
user_2289,2,11,0.010409304252513065,0
user_5946,6,8,0.06245582551507839,0
user_9187,5,8,0.06245582551507839,0
user_8775,8,3,0.12491165103015679,0
user_4942,4,0,0.06245582551507839,0
user_6923,3,8,0.010409304252513065,0
user_9941,1,20,0.09368373827261758,0
user_4347,2,5,0.010409304252513065,0
user_8275,1,12,0.010409304252513065,0
user_10536,1,6,0.010409304252513065,0
user_8306,9,19,0.20818608505026132,0
user_4394,1,1,0.010409304252513065,0
user_10370,6,22,0.14573025953518293,0
user_8001,7,3,0.06245582551507839,0
user_8536,2,20,0.09368373827261758,0
user_1836,6,9,0.06245582551507839,0
user_2099,8,23,0.12491165103015679,0
user_4868,3,19,0.09368373827261758,0
user_1055,1,5,0.010409304252513065,0
user_4820,7,21,0.14573025953518293,0
user_6850,4,20,0.14573025953518293,0
user_6895,10,14,0.12491165103015679,0
user_1934,6,14,0.06245582551507839,0
user_8096,10,22,0.20818608505026132,0
user_6881,1,20,0.09368373827261758,0
user_3268,6,2,0.06245582551507839,0
user_2652,7,8,0.06245582551507839,0
user_10319,3,22,0.09368373827261758,0
user_10858,6,10,0.06245582551507839,0
user_9698,10,18,0.20818608505026132,1
user_5111,2,1,0.010409304252513065,0
user_6360,4,9,0.06245582551507839,0
user_1011,3,3,0.010409304252513065,0
user_5344,2,20,0.09368373827261758,0
user_9698,3,23,0.010409304252513065,0
user_3901,8,6,0.12491165103015679,0
user_5749,2,10,0.010409304252513065,0
user_9501,2,19,0.09368373827261758,0
user_9821,9,5,0.12491165103015679,1
user_8111,9,22,0.20818608505026132,1
user_1668,5,2,0.06245582551507839,1
user_5632,4,0,0.06245582551507839,0
user_9260,8,21,0.20818608505026132,0
user_6756,9,21,0.20818608505026132,1
user_5199,1,5,0.010409304252513065,0
user_4920,8,20,0.20818608505026132,0
user_2243,6,20,0.14573025953518293,0
user_2393,8,0,0.12491165103015679,0
user_10571,4,13,0.06245582551507839,0
user_9108,5,21,0.14573025953518293,0
user_5170,2,19,0.09368373827261758,0
user_5108,6,22,0.14573025953518293,0
user_5620,1,2,0.010409304252513065,0
user_6083,3,21,0.09368373827261758,1
user_8044,10,20,0.20818608505026132,0
user_1564,9,21,0.20818608505026132,0
user_2214,6,2,0.06245582551507839,0
user_9617,10,21,0.20818608505026132,0
user_6716,3,19,0.09368373827261758,0
user_7045,9,19,0.20818608505026132,0
user_8158,1,18,0.09368373827261758,0
user_1039,2,22,0.09368373827261758,0
user_1307,8,18,0.20818608505026132,1
user_3472,5,18,0.14573025953518293,0
user_3870,7,8,0.06245582551507839,0
user_7311,4,10,0.06245582551507839,0
user_9238,9,19,0.20818608505026132,0
user_3989,7,8,0.06245582551507839,0
user_9842,8,22,0.20818608505026132,1
user_1689,8,0,0.12491165103015679,0
user_1126,3,0,0.010409304252513065,0
user_7732,7,16,0.06245582551507839,0
user_1495,9,5,0.12491165103015679,0
user_7197,4,20,0.14573025953518293,0
user_10248,8,13,0.12491165103015679,0
user_2543,7,11,0.06245582551507839,0
user_7005,1,0,0.010409304252513065,0
user_7496,4,20,0.14573025953518293,0
user_8476,5,18,0.14573025953518293,0
user_7802,8,19,0.20818608505026132,0
user_6688,3,7,0.010409304252513065,0
user_3615,1,15,0.010409304252513065,0
user_8657,9,19,0.20818608505026132,1
user_2547,5,2,0.06245582551507839,0
user_8412,10,15,0.12491165103015679,1
user_9009,10,19,0.20818608505026132,0
user_8540,6,22,0.14573025953518293,0
user_9418,10,2,0.12491165103015679,0
user_8919,10,19,0.20818608505026132,0
user_4973,2,20,0.09368373827261758,1
user_5312,8,12,0.12491165103015679,0
user_9568,10,18,0.20818608505026132,0
user_2141,8,11,0.12491165103015679,0
user_1421,8,6,0.12491165103015679,0
user_6892,4,0,0.06245582551507839,0
user_6685,1,3,0.010409304252513065,0
user_1018,2,13,0.010409304252513065,0
user_6878,2,9,0.010409304252513065,0
user_10889,3,22,0.09368373827261758,0
user_2647,1,20,0.09368373827261758,0
user_9084,6,21,0.14573025953518293,0
user_7704,9,16,0.12491165103015679,1
user_2297,1,22,0.09368373827261758,0
user_9254,7,18,0.14573025953518293,0
user_10508,7,18,0.14573025953518293,1
user_10507,5,9,0.06245582551507839,0
user_5644,8,19,0.20818608505026132,0
user_3486,1,21,0.09368373827261758,0
user_2381,10,21,0.20818608505026132,1
user_9617,9,8,0.12491165103015679,0
user_7466,8,9,0.12491165103015679,0
user_7040,2,3,0.010409304252513065,0
user_9725,10,11,0.12491165103015679,0
user_8884,1,18,0.09368373827261758,0
user_1015,10,8,0.12491165103015679,1
user_6362,6,19,0.14573025953518293,1
user_5850,10,19,0.20818608505026132,1
user_10728,7,14,0.06245582551507839,0
user_3598,7,9,0.06245582551507839,0
user_3390,8,18,0.20818608505026132,1
user_9202,2,22,0.09368373827261758,0
user_5100,10,14,0.12491165103015679,0
user_9422,7,22,0.14573025953518293,0
user_6245,2,19,0.09368373827261758,0
user_6019,1,13,0.010409304252513065,0
user_6110,8,21,0.20818608505026132,0
user_2016,8,20,0.20818608505026132,0
user_2367,2,22,0.09368373827261758,0
user_4707,10,18,0.20818608505026132,1
user_3747,5,16,0.06245582551507839,0
user_3585,8,18,0.20818608505026132,1
user_4210,3,10,0.010409304252513065,0
user_9052,8,15,0.12491165103015679,0
user_2409,4,16,0.06245582551507839,0
user_4000,9,18,0.20818608505026132,1
user_5625,3,22,0.09368373827261758,0
user_8350,9,12,0.12491165103015679,0
user_6742,5,19,0.14573025953518293,0
user_2995,3,17,0.010409304252513065,0
user_6373,2,18,0.09368373827261758,1
user_1426,1,21,0.09368373827261758,0
user_5793,1,23,0.010409304252513065,0
user_2020,9,20,0.20818608505026132,1
user_5279,5,21,0.14573025953518293,0
user_5559,7,22,0.14573025953518293,0
user_1758,1,18,0.09368373827261758,0
user_1287,3,19,0.09368373827261758,0
user_5922,3,12,0.010409304252513065,0
user_4851,4,20,0.14573025953518293,1
user_3395,10,19,0.20818608505026132,1
user_10468,4,12,0.06245582551507839,1
user_4135,5,1,0.06245582551507839,0
user_2439,6,23,0.06245582551507839,0
user_9107,6,20,0.14573025953518293,0
user_5856,10,19,0.20818608505026132,1
user_8012,7,21,0.14573025953518293,0
user_3062,10,17,0.12491165103015679,0
user_10047,4,19,0.14573025953518293,0
user_8825,10,7,0.12491165103015679,0
user_4185,3,20,0.09368373827261758,1
user_7891,3,21,0.09368373827261758,0
user_1453,9,20,0.20818608505026132,0
user_10179,10,0,0.12491165103015679,0
user_7866,7,19,0.14573025953518293,0
user_1206,3,23,0.010409304252513065,0
user_8679,5,17,0.06245582551507839,1
user_3258,9,6,0.12491165103015679,1
user_6278,4,8,0.06245582551507839,0
user_7509,7,18,0.14573025953518293,0
user_6706,10,23,0.12491165103015679,0
user_9377,6,18,0.14573025953518293,0
user_7421,10,13,0.12491165103015679,1
user_3720,6,18,0.14573025953518293,0
user_10308,2,15,0.010409304252513065,0
user_10050,5,2,0.06245582551507839,0
user_7109,1,18,0.09368373827261758,0
user_2836,4,5,0.06245582551507839,0
user_4193,3,7,0.010409304252513065,0
user_8631,9,7,0.12491165103015679,0
user_1775,9,21,0.20818608505026132,0
user_7332,5,7,0.06245582551507839,0
user_3390,9,1,0.12491165103015679,1
user_5403,5,11,0.06245582551507839,0
user_10332,8,21,0.20818608505026132,0
user_8916,8,15,0.12491165103015679,0
user_5717,2,19,0.09368373827261758,0
user_2018,6,19,0.14573025953518293,0
user_8330,5,19,0.14573025953518293,0
user_1601,9,2,0.12491165103015679,0
user_2956,3,17,0.010409304252513065,0
user_5157,1,10,0.010409304252513065,0
user_2809,2,14,0.010409304252513065,0
user_1422,2,9,0.010409304252513065,0
user_7977,3,13,0.010409304252513065,0
user_3433,5,11,0.06245582551507839,1
user_3166,9,23,0.12491165103015679,0
user_8146,5,10,0.06245582551507839,0
user_10216,8,16,0.12491165103015679,0
user_7901,4,13,0.06245582551507839,0
user_5969,3,14,0.010409304252513065,0
user_8301,10,19,0.20818608505026132,1
user_5413,3,8,0.010409304252513065,0
user_4786,4,8,0.06245582551507839,0
user_7761,6,18,0.14573025953518293,0
user_9850,9,18,0.20818608505026132,0
user_5231,5,15,0.06245582551507839,0
user_10824,9,3,0.12491165103015679,0
user_2379,3,19,0.09368373827261758,0
user_1573,6,20,0.14573025953518293,0
user_3822,2,2,0.010409304252513065,0
user_10073,10,4,0.12491165103015679,0
user_10702,8,18,0.20818608505026132,1
user_8476,3,23,0.010409304252513065,0
user_2375,10,8,0.12491165103015679,0
user_9418,10,2,0.12491165103015679,0
user_4299,8,8,0.12491165103015679,0
user_3887,1,18,0.09368373827261758,0
user_1487,6,11,0.06245582551507839,0
user_6547,10,21,0.20818608505026132,1
user_8085,5,0,0.06245582551507839,0
user_4180,2,18,0.09368373827261758,0
user_7420,6,15,0.06245582551507839,0
user_5181,6,22,0.14573025953518293,1
user_2209,8,6,0.12491165103015679,0
user_2008,9,3,0.12491165103015679,0
user_10001,5,18,0.14573025953518293,1
user_10585,8,21,0.20818608505026132,0
user_1287,3,1,0.010409304252513065,0
user_1313,3,9,0.010409304252513065,0
user_3906,3,17,0.010409304252513065,0
user_2741,4,8,0.06245582551507839,0
user_2705,4,18,0.14573025953518293,0
user_8975,7,18,0.14573025953518293,0
user_2494,10,13,0.12491165103015679,0
user_4540,4,8,0.06245582551507839,0
user_4997,2,22,0.09368373827261758,0
user_10887,5,17,0.06245582551507839,0
user_9713,7,3,0.06245582551507839,0
user_3892,9,1,0.12491165103015679,0
user_5456,9,12,0.12491165103015679,0
user_7733,6,12,0.06245582551507839,0
user_6281,9,2,0.12491165103015679,0
user_2705,5,11,0.06245582551507839,0
user_8324,3,20,0.09368373827261758,1
user_4860,10,23,0.12491165103015679,0
user_6930,9,14,0.12491165103015679,0
user_1167,7,21,0.14573025953518293,0
user_2433,7,23,0.06245582551507839,1
user_8906,5,17,0.06245582551507839,0
user_6458,5,0,0.06245582551507839,0
user_5530,10,23,0.12491165103015679,0
user_1215,6,5,0.06245582551507839,0
user_2254,10,19,0.20818608505026132,0
user_10499,3,19,0.09368373827261758,0
user_6905,7,18,0.14573025953518293,0
user_10434,6,22,0.14573025953518293,1
user_3569,4,15,0.06245582551507839,0
user_5874,2,3,0.010409304252513065,0
user_6540,4,6,0.06245582551507839,0
user_10057,9,1,0.12491165103015679,0
user_4938,3,8,0.010409304252513065,0
user_7355,5,21,0.14573025953518293,0
user_2847,10,17,0.12491165103015679,0
user_1992,9,23,0.12491165103015679,0
user_6782,4,14,0.06245582551507839,0
user_2508,2,18,0.09368373827261758,0
user_2193,10,10,0.12491165103015679,0
user_3607,9,8,0.12491165103015679,0
user_2813,6,11,0.06245582551507839,0
user_5888,8,23,0.12491165103015679,0
user_8804,1,11,0.010409304252513065,0
user_7810,5,22,0.14573025953518293,0
user_9638,1,2,0.010409304252513065,0
user_8154,8,19,0.20818608505026132,0
user_2037,8,15,0.12491165103015679,0
user_7887,6,3,0.06245582551507839,0
user_8867,1,11,0.010409304252513065,0
user_1107,1,21,0.09368373827261758,0
user_9485,6,11,0.06245582551507839,0
user_5686,1,2,0.010409304252513065,0
user_5642,4,23,0.06245582551507839,0
user_3255,2,15,0.010409304252513065,0
user_5646,6,7,0.06245582551507839,1
user_5299,10,10,0.12491165103015679,0
user_10847,5,19,0.14573025953518293,0
user_2686,2,19,0.09368373827261758,0
user_4278,1,3,0.010409304252513065,0
user_3762,9,11,0.12491165103015679,0
user_10998,5,18,0.14573025953518293,0
user_7865,6,13,0.06245582551507839,0
user_1780,1,21,0.09368373827261758,0
user_1031,8,18,0.20818608505026132,0
user_2450,2,20,0.09368373827261758,1
user_7545,5,20,0.14573025953518293,1
user_7181,3,12,0.010409304252513065,0
user_9847,8,5,0.12491165103015679,0
user_7098,8,22,0.20818608505026132,0
user_4525,5,20,0.14573025953518293,0
user_10144,10,22,0.20818608505026132,0
user_1558,7,20,0.14573025953518293,0
user_5680,1,18,0.09368373827261758,0
user_1291,5,12,0.06245582551507839,0
user_7379,3,21,0.09368373827261758,1
user_9176,9,23,0.12491165103015679,1
user_1458,5,9,0.06245582551507839,0
user_6261,6,22,0.14573025953518293,1
user_3990,10,17,0.12491165103015679,0
user_9568,5,18,0.14573025953518293,1
user_2867,9,16,0.12491165103015679,0
user_10242,2,13,0.010409304252513065,0
user_2737,1,22,0.09368373827261758,0
user_7546,9,21,0.20818608505026132,1
user_10998,10,2,0.12491165103015679,0
user_1804,9,23,0.12491165103015679,0
user_6354,8,6,0.12491165103015679,0
user_2113,6,16,0.06245582551507839,0
user_8268,1,21,0.09368373827261758,0
user_6789,8,21,0.20818608505026132,0
user_10964,9,6,0.12491165103015679,0
user_4489,3,12,0.010409304252513065,0
user_6509,10,23,0.12491165103015679,0
user_8500,7,19,0.14573025953518293,0
user_4468,8,10,0.12491165103015679,0
user_8969,8,10,0.12491165103015679,0
user_2628,9,22,0.20818608505026132,0
user_2088,7,14,0.06245582551507839,0
user_1240,8,6,0.12491165103015679,0
user_9354,1,3,0.010409304252513065,0
user_2446,3,2,0.010409304252513065,0
user_9024,2,17,0.010409304252513065,0
user_4961,4,23,0.06245582551507839,0
user_2390,1,20,0.09368373827261758,1
user_3192,9,21,0.20818608505026132,0
user_1620,2,22,0.09368373827261758,0
user_7608,8,18,0.20818608505026132,1
user_2384,10,21,0.20818608505026132,0
user_4133,5,13,0.06245582551507839,1
user_2138,1,18,0.09368373827261758,0
user_1209,6,21,0.14573025953518293,0
user_6875,8,21,0.20818608505026132,0
user_3870,1,14,0.010409304252513065,0
user_10884,10,21,0.20818608505026132,0
user_8006,9,17,0.12491165103015679,0
user_1893,4,21,0.14573025953518293,1
user_10827,6,9,0.06245582551507839,0
user_4523,3,13,0.010409304252513065,0
user_3380,5,18,0.14573025953518293,0
user_10035,3,1,0.010409304252513065,0
user_4520,6,19,0.14573025953518293,0
user_10050,6,19,0.14573025953518293,0
user_5023,7,0,0.06245582551507839,0
user_9205,9,7,0.12491165103015679,0
user_5191,6,21,0.14573025953518293,0
user_7770,8,7,0.12491165103015679,1
user_7486,9,14,0.12491165103015679,0
user_6321,2,1,0.010409304252513065,0
user_2854,4,3,0.06245582551507839,0
user_8811,6,17,0.06245582551507839,0
user_4268,7,11,0.06245582551507839,0
user_2456,5,15,0.06245582551507839,1
user_6988,1,21,0.09368373827261758,1
user_2808,8,20,0.20818608505026132,0
user_8885,7,2,0.06245582551507839,0
user_10740,3,16,0.010409304252513065,0
user_9190,5,18,0.14573025953518293,0
user_5640,8,22,0.20818608505026132,0
user_9796,2,14,0.010409304252513065,0
user_10808,9,19,0.20818608505026132,1
user_1257,7,19,0.14573025953518293,0
user_5471,8,20,0.20818608505026132,1
user_8856,3,18,0.09368373827261758,0
user_9162,5,4,0.06245582551507839,0
user_8539,8,14,0.12491165103015679,0
user_6604,7,2,0.06245582551507839,0
user_10331,4,19,0.14573025953518293,0
user_7195,5,5,0.06245582551507839,1
user_9092,4,19,0.14573025953518293,0
user_5576,7,6,0.06245582551507839,0
user_6432,3,12,0.010409304252513065,0
user_7548,9,21,0.20818608505026132,0
user_2082,2,2,0.010409304252513065,0
user_3456,4,16,0.06245582551507839,0
user_10130,3,18,0.09368373827261758,0
user_4793,10,21,0.20818608505026132,0
user_6900,7,12,0.06245582551507839,0
user_1817,7,21,0.14573025953518293,0
user_2142,4,18,0.14573025953518293,0
user_5775,10,6,0.12491165103015679,0
user_2551,4,20,0.14573025953518293,0
user_5039,8,0,0.12491165103015679,0
user_8355,5,18,0.14573025953518293,0
user_10274,5,16,0.06245582551507839,0
user_7724,1,14,0.010409304252513065,0
user_10281,2,20,0.09368373827261758,0
user_7403,2,14,0.010409304252513065,0
user_3392,3,2,0.010409304252513065,0
user_1380,8,17,0.12491165103015679,0
user_8036,3,4,0.010409304252513065,0
user_7230,5,17,0.06245582551507839,0
user_10572,9,22,0.20818608505026132,0
user_10662,3,3,0.010409304252513065,0
user_7622,5,10,0.06245582551507839,0
user_7349,1,6,0.010409304252513065,0
user_6636,3,13,0.010409304252513065,0
user_1205,9,5,0.12491165103015679,0
user_1558,6,21,0.14573025953518293,0
user_6164,10,22,0.20818608505026132,0
user_2253,4,17,0.06245582551507839,0
user_3801,1,18,0.09368373827261758,0
user_2934,6,19,0.14573025953518293,0
user_3719,1,20,0.09368373827261758,0
user_3328,6,16,0.06245582551507839,1
user_10510,5,8,0.06245582551507839,0
user_6356,6,18,0.14573025953518293,0
user_10862,3,12,0.010409304252513065,0
user_9509,4,7,0.06245582551507839,0
user_10760,6,8,0.06245582551507839,0
user_3380,1,12,0.010409304252513065,0
user_4779,6,9,0.06245582551507839,0
user_7630,4,22,0.14573025953518293,0
user_10376,9,9,0.12491165103015679,0
user_5365,1,6,0.010409304252513065,0
user_3591,4,18,0.14573025953518293,0
user_1610,9,19,0.20818608505026132,1
user_5069,1,4,0.010409304252513065,0
user_9506,1,7,0.010409304252513065,0
user_10986,9,20,0.20818608505026132,0
user_9876,7,4,0.06245582551507839,0
user_6164,3,4,0.010409304252513065,0
user_1829,10,6,0.12491165103015679,0
user_10791,6,4,0.06245582551507839,0
user_9610,3,5,0.010409304252513065,0
user_5259,1,8,0.010409304252513065,0
user_9446,5,21,0.14573025953518293,0
user_8978,10,3,0.12491165103015679,0
user_2770,9,22,0.20818608505026132,0
user_1346,7,22,0.14573025953518293,0
user_1758,3,23,0.010409304252513065,0
user_7166,2,7,0.010409304252513065,0
user_5837,7,18,0.14573025953518293,0
user_7820,6,7,0.06245582551507839,0
user_2063,5,1,0.06245582551507839,0
user_10662,2,19,0.09368373827261758,0
user_3468,4,15,0.06245582551507839,0
user_8781,7,16,0.06245582551507839,0
user_7681,1,11,0.010409304252513065,0
user_9163,7,20,0.14573025953518293,0
user_2031,1,18,0.09368373827261758,0
user_2971,1,20,0.09368373827261758,0
user_7825,3,15,0.010409304252513065,0
user_6666,10,23,0.12491165103015679,1
user_2874,4,12,0.06245582551507839,0
user_2111,4,20,0.14573025953518293,0
user_5893,3,5,0.010409304252513065,0
user_6953,1,3,0.010409304252513065,0
user_8570,2,8,0.010409304252513065,0
user_7944,4,7,0.06245582551507839,0
user_4611,1,12,0.010409304252513065,0
user_2621,3,18,0.09368373827261758,0
user_9571,7,7,0.06245582551507839,0
user_10701,2,22,0.09368373827261758,0
user_1148,9,9,0.12491165103015679,0
user_5155,6,20,0.14573025953518293,1
user_2623,10,22,0.20818608505026132,0
user_2677,10,22,0.20818608505026132,1
user_3688,2,18,0.09368373827261758,0
user_1109,8,18,0.20818608505026132,0
user_3015,10,15,0.12491165103015679,0
user_4461,4,14,0.06245582551507839,0
user_3680,1,19,0.09368373827261758,0
user_1798,7,19,0.14573025953518293,0
user_5791,5,20,0.14573025953518293,1
user_6729,9,21,0.20818608505026132,1
user_6259,6,21,0.14573025953518293,0
user_8952,5,18,0.14573025953518293,0
user_10741,6,20,0.14573025953518293,0
user_1608,10,22,0.20818608505026132,0
user_4649,9,17,0.12491165103015679,0
user_1756,1,17,0.010409304252513065,0
user_2398,6,9,0.06245582551507839,0
user_3573,3,18,0.09368373827261758,0
user_8822,2,4,0.010409304252513065,0
user_4149,7,15,0.06245582551507839,0
user_4099,1,22,0.09368373827261758,0
user_9747,1,19,0.09368373827261758,0
user_8766,7,4,0.06245582551507839,0
user_5273,1,11,0.010409304252513065,0
user_9821,1,19,0.09368373827261758,0
user_2565,7,17,0.06245582551507839,0
user_6025,10,9,0.12491165103015679,0
user_10790,4,6,0.06245582551507839,0
user_1662,2,19,0.09368373827261758,1
user_8692,1,21,0.09368373827261758,0
user_5582,9,5,0.12491165103015679,0
user_9482,7,21,0.14573025953518293,0
user_8321,6,23,0.06245582551507839,0
user_2398,7,21,0.14573025953518293,0
user_8261,3,14,0.010409304252513065,0
user_7539,7,21,0.14573025953518293,0
user_5390,10,8,0.12491165103015679,0
user_7679,9,3,0.12491165103015679,0
user_6832,4,3,0.06245582551507839,0
user_9716,9,17,0.12491165103015679,0
user_3420,2,22,0.09368373827261758,1
user_4611,10,17,0.12491165103015679,1
user_4827,5,8,0.06245582551507839,0
user_10492,9,7,0.12491165103015679,0
user_9427,3,18,0.09368373827261758,0
user_7793,5,13,0.06245582551507839,0
user_3362,10,5,0.12491165103015679,0
user_5890,5,11,0.06245582551507839,1
user_7621,8,23,0.12491165103015679,0
user_9718,9,20,0.20818608505026132,1
user_2220,10,21,0.20818608505026132,0
user_6669,8,18,0.20818608505026132,0
user_4677,6,0,0.06245582551507839,0
user_10331,2,11,0.010409304252513065,0
user_3451,1,2,0.010409304252513065,0
user_6467,7,20,0.14573025953518293,0
user_4287,5,8,0.06245582551507839,0
user_9533,10,4,0.12491165103015679,1
user_8302,2,1,0.010409304252513065,0
user_2071,1,9,0.010409304252513065,0
user_8464,4,0,0.06245582551507839,0
user_6260,6,13,0.06245582551507839,0
user_5355,9,19,0.20818608505026132,0
user_10571,4,17,0.06245582551507839,0
user_7426,9,8,0.12491165103015679,0
user_9745,5,18,0.14573025953518293,0
user_8635,10,19,0.20818608505026132,0
user_2151,5,22,0.14573025953518293,0
user_1522,8,23,0.12491165103015679,0
user_9695,2,13,0.010409304252513065,0
user_7051,4,1,0.06245582551507839,0
user_2885,6,20,0.14573025953518293,0
user_9633,2,1,0.010409304252513065,0
user_2765,9,0,0.12491165103015679,0
user_2401,1,13,0.010409304252513065,0
user_6973,7,10,0.06245582551507839,0
user_2248,4,19,0.14573025953518293,0
user_7215,10,3,0.12491165103015679,0
user_8913,6,8,0.06245582551507839,0
user_7807,6,2,0.06245582551507839,0
user_5727,10,22,0.20818608505026132,1
user_4087,2,21,0.09368373827261758,0
user_8860,2,17,0.010409304252513065,0
user_1394,8,7,0.12491165103015679,0
user_8219,3,22,0.09368373827261758,0
user_4470,1,13,0.010409304252513065,0
user_10370,5,8,0.06245582551507839,0
user_5317,5,22,0.14573025953518293,0
user_6441,9,7,0.12491165103015679,0
user_1636,2,14,0.010409304252513065,0
user_7647,2,18,0.09368373827261758,1
user_3527,3,10,0.010409304252513065,0
user_1545,2,2,0.010409304252513065,0
user_4945,5,15,0.06245582551507839,0
user_10501,3,18,0.09368373827261758,0
user_10799,3,15,0.010409304252513065,0
user_6972,4,19,0.14573025953518293,0
user_2584,8,13,0.12491165103015679,0
user_4032,3,16,0.010409304252513065,0
user_3822,7,15,0.06245582551507839,0
user_10104,1,21,0.09368373827261758,0
user_1049,10,6,0.12491165103015679,0
user_8300,5,8,0.06245582551507839,0
user_7803,1,7,0.010409304252513065,0
user_5018,2,17,0.010409304252513065,0
user_5843,1,3,0.010409304252513065,0
user_2524,8,20,0.20818608505026132,0
user_10728,1,18,0.09368373827261758,0
user_1309,7,21,0.14573025953518293,0
